-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2022 through 12/31/2022 in UTC
Location: Latitude  9.9   Longitude 115.54 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 0.0 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
WS50M                 MERRA-2 Wind Speed at 50 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,WS50M
2022,1,4,14,0.0,8.57
2022,1,4,15,0.0,8.37
2022,1,4,16,0.0,8.26
2022,1,4,17,0.0,8.16
2022,1,4,18,0.0,8.09
2022,1,4,19,0.0,8.23
2022,1,4,20,0.0,8.53
2022,1,4,21,0.0,8.66
2022,1,4,22,3.22,8.69
2022,1,4,23,92.53,8.67
2022,1,5,0,246.75,8.73
2022,1,5,1,440.42,8.69
2022,1,5,2,600.22,8.54
2022,1,5,3,656.8,8.39
2022,1,5,4,809.03,8.27
2022,1,5,5,689.4,8.11
2022,1,5,6,639.17,8.01
2022,1,5,7,463.35,7.87
2022,1,5,8,278.3,7.75
2022,1,5,9,78.03,7.62
2022,1,5,10,0.0,7.5
2022,1,5,11,0.0,7.34
2022,1,5,12,0.0,7.1
2022,1,5,13,0.0,6.77
2022,1,5,14,0.0,6.39
2022,1,5,15,0.0,6.21
2022,1,5,16,0.0,6.26
2022,1,5,17,0.0,6.3
2022,1,5,18,0.0,6.29
2022,1,5,19,0.0,6.29
2022,1,5,20,0.0,6.36
2022,1,5,21,0.0,6.38
2022,1,5,22,4.4,6.34
2022,1,5,23,88.53,6.33
2022,1,6,0,270.23,6.42
2022,1,6,1,443.27,6.45
2022,1,6,2,637.67,6.4
2022,1,6,3,781.22,6.36
2022,1,6,4,788.9,6.28
2022,1,6,5,747.03,6.13
2022,1,6,6,650.95,6.06
2022,1,6,7,470.67,6.15
2022,1,6,8,267.5,6.34
2022,1,6,9,86.25,6.59
2022,1,6,10,0.0,6.79
2022,1,6,11,0.0,6.96
2022,1,6,12,0.0,7.05
2022,1,6,13,0.0,6.91
2022,1,6,14,0.0,6.65
2022,1,6,15,0.0,6.38
2022,1,6,16,0.0,6.18
2022,1,6,17,0.0,6.08
2022,1,6,18,0.0,6.11
2022,1,6,19,0.0,6.2
2022,1,6,20,0.0,6.4
2022,1,6,21,0.0,6.52
2022,1,6,22,4.57,6.61
2022,1,6,23,121.07,6.75
2022,1,7,0,341.02,6.85
2022,1,7,1,542.55,6.83
2022,1,7,2,689.6,6.6
2022,1,7,3,807.78,6.25
2022,1,7,4,841.42,5.9
2022,1,7,5,746.83,5.56
2022,1,7,6,652.47,5.27
2022,1,7,7,459.52,5.06
2022,1,7,8,259.75,4.95
2022,1,7,9,93.15,5.03
2022,1,7,10,0.0,5.31
2022,1,7,11,0.0,5.7
2022,1,7,12,0.0,6.0
2022,1,7,13,0.0,6.09
2022,1,7,14,0.0,6.02
2022,1,7,15,0.0,5.92
2022,1,7,16,0.0,5.88
2022,1,7,17,0.0,5.94
2022,1,7,18,0.0,5.94
2022,1,7,19,0.0,5.92
2022,1,7,20,0.0,6.01
2022,1,7,21,0.0,6.09
2022,1,7,22,4.75,6.28
2022,1,7,23,105.55,6.43
2022,1,8,0,308.85,6.37
2022,1,8,1,445.12,6.1
2022,1,8,2,627.7,5.66
2022,1,8,3,775.12,5.26
2022,1,8,4,812.7,4.93
2022,1,8,5,766.8,4.62
2022,1,8,6,568.58,4.42
2022,1,8,7,405.8,4.4
2022,1,8,8,226.57,4.48
2022,1,8,9,78.32,4.53
2022,1,8,10,0.0,4.51
2022,1,8,11,0.0,4.53
2022,1,8,12,0.0,4.54
2022,1,8,13,0.0,4.52
2022,1,8,14,0.0,4.49
2022,1,8,15,0.0,4.48
2022,1,8,16,0.0,4.6
2022,1,8,17,0.0,4.85
2022,1,8,18,0.0,5.19
2022,1,8,19,0.0,5.49
2022,1,8,20,0.0,5.59
2022,1,8,21,0.0,5.36
2022,1,8,22,4.53,5.03
2022,1,8,23,107.6,4.83
2022,1,9,0,316.3,4.79
2022,1,9,1,517.42,4.79
2022,1,9,2,674.97,4.84
2022,1,9,3,796.15,4.98
2022,1,9,4,807.35,5.09
2022,1,9,5,781.58,5.15
2022,1,9,6,633.08,5.24
2022,1,9,7,456.15,5.44
2022,1,9,8,265.52,5.73
2022,1,9,9,78.95,6.02
2022,1,9,10,0.0,6.24
2022,1,9,11,0.0,6.46
2022,1,9,12,0.0,6.7
2022,1,9,13,0.0,6.88
2022,1,9,14,0.0,7.01
2022,1,9,15,0.0,7.08
2022,1,9,16,0.0,7.16
2022,1,9,17,0.0,7.24
2022,1,9,18,0.0,7.32
2022,1,9,19,0.0,7.31
2022,1,9,20,0.0,7.16
2022,1,9,21,0.0,7.11
2022,1,9,22,4.35,7.2
2022,1,9,23,94.47,7.34
2022,1,10,0,294.88,7.58
2022,1,10,1,491.77,7.88
2022,1,10,2,654.7,8.12
2022,1,10,3,766.97,8.09
2022,1,10,4,828.2,7.9
2022,1,10,5,744.4,7.63
2022,1,10,6,620.28,7.4
2022,1,10,7,470.98,7.26
2022,1,10,8,257.7,7.22
2022,1,10,9,75.6,7.25
2022,1,10,10,0.0,7.42
2022,1,10,11,0.0,7.72
2022,1,10,12,0.0,8.06
2022,1,10,13,0.0,8.36
2022,1,10,14,0.0,8.65
2022,1,10,15,0.0,8.79
2022,1,10,16,0.0,8.85
2022,1,10,17,0.0,8.94
2022,1,10,18,0.0,9.0
2022,1,10,19,0.0,9.13
2022,1,10,20,0.0,9.32
2022,1,10,21,0.0,9.63
2022,1,10,22,4.12,10.01
2022,1,10,23,106.9,10.33
2022,1,11,0,329.45,10.52
2022,1,11,1,533.72,10.64
2022,1,11,2,659.08,10.7
2022,1,11,3,785.42,10.61
2022,1,11,4,724.2,10.46
2022,1,11,5,795.08,10.35
2022,1,11,6,678.42,10.32
2022,1,11,7,505.8,10.35
2022,1,11,8,293.0,10.48
2022,1,11,9,83.82,10.72
2022,1,11,10,0.0,10.99
2022,1,11,11,0.0,11.21
2022,1,11,12,0.0,11.34
2022,1,11,13,0.0,11.36
2022,1,11,14,0.0,11.31
2022,1,11,15,0.0,11.19
2022,1,11,16,0.0,10.99
2022,1,11,17,0.0,10.77
2022,1,11,18,0.0,10.51
2022,1,11,19,0.0,10.25
2022,1,11,20,0.0,10.24
2022,1,11,21,0.0,10.34
2022,1,11,22,3.83,10.29
2022,1,11,23,100.12,10.03
2022,1,12,0,315.27,9.67
2022,1,12,1,527.28,9.35
2022,1,12,2,702.3,9.13
2022,1,12,3,780.15,9.01
2022,1,12,4,815.15,8.99
2022,1,12,5,764.22,8.96
2022,1,12,6,670.62,8.91
2022,1,12,7,479.48,8.89
2022,1,12,8,274.48,8.91
2022,1,12,9,81.47,8.92
2022,1,12,10,0.0,8.89
2022,1,12,11,0.0,8.85
2022,1,12,12,0.0,8.79
2022,1,12,13,0.0,8.71
2022,1,12,14,0.0,8.65
2022,1,12,15,0.0,8.64
2022,1,12,16,0.0,8.71
2022,1,12,17,0.0,8.89
2022,1,12,18,0.0,9.05
2022,1,12,19,0.0,9.09
2022,1,12,20,0.0,8.97
2022,1,12,21,0.0,8.74
2022,1,12,22,3.67,8.58
2022,1,12,23,113.05,8.57
2022,1,13,0,320.23,8.66
2022,1,13,1,529.47,8.93
2022,1,13,2,687.5,9.29
2022,1,13,3,789.92,9.54
2022,1,13,4,806.78,9.49
2022,1,13,5,780.25,9.37
2022,1,13,6,655.7,9.36
2022,1,13,7,463.3,9.44
2022,1,13,8,259.12,9.57
2022,1,13,9,69.12,9.68
2022,1,13,10,0.0,9.67
2022,1,13,11,0.0,9.59
2022,1,13,12,0.0,9.55
2022,1,13,13,0.0,9.62
2022,1,13,14,0.0,9.8
2022,1,13,15,0.0,9.95
2022,1,13,16,0.0,10.04
2022,1,13,17,0.0,10.05
2022,1,13,18,0.0,10.1
2022,1,13,19,0.0,10.15
2022,1,13,20,0.0,10.08
2022,1,13,21,0.0,9.82
2022,1,13,22,2.83,9.58
2022,1,13,23,71.8,9.54
2022,1,14,0,230.75,9.65
2022,1,14,1,385.17,9.9
2022,1,14,2,534.97,10.1
2022,1,14,3,629.03,10.17
2022,1,14,4,736.7,9.9
2022,1,14,5,701.05,9.46
2022,1,14,6,597.65,8.96
2022,1,14,7,373.17,8.6
2022,1,14,8,191.43,8.5
2022,1,14,9,75.05,8.56
2022,1,14,10,0.0,8.6
2022,1,14,11,0.0,8.7
2022,1,14,12,0.0,8.84
2022,1,14,13,0.0,8.88
2022,1,14,14,0.0,8.94
2022,1,14,15,0.0,9.06
2022,1,14,16,0.0,9.22
2022,1,14,17,0.0,9.37
2022,1,14,18,0.0,9.5
2022,1,14,19,0.0,9.54
2022,1,14,20,0.0,9.38
2022,1,14,21,0.0,9.2
2022,1,14,22,2.3,9.04
2022,1,14,23,60.25,8.98
2022,1,15,0,198.85,9.11
2022,1,15,1,349.17,9.38
2022,1,15,2,444.92,9.54
2022,1,15,3,627.15,9.65
2022,1,15,4,720.75,9.9
2022,1,15,5,644.7,10.12
2022,1,15,6,606.47,10.13
2022,1,15,7,461.58,9.92
2022,1,15,8,266.8,9.67
2022,1,15,9,89.62,9.39
2022,1,15,10,0.0,9.14
2022,1,15,11,0.0,9.03
2022,1,15,12,0.0,9.0
2022,1,15,13,0.0,8.94
2022,1,15,14,0.0,8.86
2022,1,15,15,0.0,8.93
2022,1,15,16,0.0,9.03
2022,1,15,17,0.0,9.07
2022,1,15,18,0.0,9.26
2022,1,15,19,0.0,9.67
2022,1,15,20,0.0,10.0
2022,1,15,21,0.0,10.15
2022,1,15,22,3.75,10.2
2022,1,15,23,121.05,10.19
2022,1,16,0,349.6,10.16
2022,1,16,1,553.88,9.93
2022,1,16,2,726.6,9.53
2022,1,16,3,785.83,9.26
2022,1,16,4,839.65,9.15
2022,1,16,5,788.75,9.09
2022,1,16,6,692.67,9.04
2022,1,16,7,557.38,8.99
2022,1,16,8,335.42,8.97
2022,1,16,9,107.53,8.92
2022,1,16,10,0.0,8.75
2022,1,16,11,0.0,8.38
2022,1,16,12,0.0,7.96
2022,1,16,13,0.0,7.63
2022,1,16,14,0.0,7.33
2022,1,16,15,0.0,7.39
2022,1,16,16,0.0,7.64
2022,1,16,17,0.0,7.86
2022,1,16,18,0.0,8.03
2022,1,16,19,0.0,8.01
2022,1,16,20,0.0,8.08
2022,1,16,21,0.0,8.25
2022,1,16,22,3.15,8.48
2022,1,16,23,90.53,8.69
2022,1,17,0,251.5,8.78
2022,1,17,1,430.73,8.7
2022,1,17,2,604.67,8.54
2022,1,17,3,696.9,8.45
2022,1,17,4,740.58,8.42
2022,1,17,5,678.78,8.51
2022,1,17,6,588.53,8.67
2022,1,17,7,433.27,8.87
2022,1,17,8,240.52,8.95
2022,1,17,9,74.62,8.91
2022,1,17,10,0.0,8.74
2022,1,17,11,0.0,8.63
2022,1,17,12,0.0,8.66
2022,1,17,13,0.0,8.65
2022,1,17,14,0.0,8.46
2022,1,17,15,0.0,8.25
2022,1,17,16,0.0,8.11
2022,1,17,17,0.0,8.14
2022,1,17,18,0.0,8.32
2022,1,17,19,0.0,8.62
2022,1,17,20,0.0,9.07
2022,1,17,21,0.0,9.47
2022,1,17,22,3.03,9.69
2022,1,17,23,76.62,9.83
2022,1,18,0,279.75,9.88
2022,1,18,1,497.92,9.81
2022,1,18,2,679.25,9.8
2022,1,18,3,778.08,9.91
2022,1,18,4,780.1,9.99
2022,1,18,5,687.0,9.96
2022,1,18,6,625.05,9.95
2022,1,18,7,418.92,9.96
2022,1,18,8,264.67,10.0
2022,1,18,9,88.57,10.02
2022,1,18,10,0.0,9.96
2022,1,18,11,0.0,9.9
2022,1,18,12,0.0,9.78
2022,1,18,13,0.0,9.57
2022,1,18,14,0.0,9.3
2022,1,18,15,0.0,9.07
2022,1,18,16,0.0,8.95
2022,1,18,17,0.0,8.97
2022,1,18,18,0.0,9.0
2022,1,18,19,0.0,8.93
2022,1,18,20,0.0,8.93
2022,1,18,21,0.0,9.03
2022,1,18,22,0.0,8.98
2022,1,18,23,106.28,8.6
2022,1,19,0,320.73,8.16
2022,1,19,1,526.2,7.83
2022,1,19,2,684.0,7.52
2022,1,19,3,752.9,7.19
2022,1,19,4,832.9,6.96
2022,1,19,5,695.78,6.81
2022,1,19,6,456.25,6.82
2022,1,19,7,315.8,6.92
2022,1,19,8,172.43,7.05
2022,1,19,9,58.88,7.16
2022,1,19,10,0.0,7.28
2022,1,19,11,0.0,7.49
2022,1,19,12,0.0,7.81
2022,1,19,13,0.0,8.05
2022,1,19,14,0.0,8.05
2022,1,19,15,0.0,7.96
2022,1,19,16,0.0,7.93
2022,1,19,17,0.0,7.91
2022,1,19,18,0.0,7.88
2022,1,19,19,0.0,7.82
2022,1,19,20,0.0,7.87
2022,1,19,21,0.0,8.1
2022,1,19,22,0.0,8.4
2022,1,19,23,82.62,8.71
2022,1,20,0,248.6,8.9
2022,1,20,1,450.7,8.91
2022,1,20,2,608.53,8.88
2022,1,20,3,602.38,8.89
2022,1,20,4,710.4,8.89
2022,1,20,5,652.25,8.89
2022,1,20,6,492.92,8.85
2022,1,20,7,377.15,8.76
2022,1,20,8,207.05,8.58
2022,1,20,9,65.22,8.28
2022,1,20,10,0.0,7.93
2022,1,20,11,0.0,7.62
2022,1,20,12,0.0,7.44
2022,1,20,13,0.0,7.33
2022,1,20,14,0.0,7.26
2022,1,20,15,0.0,7.24
2022,1,20,16,0.0,6.97
2022,1,20,17,0.0,6.54
2022,1,20,18,0.0,6.08
2022,1,20,19,0.0,5.85
2022,1,20,20,0.0,5.97
2022,1,20,21,0.0,6.1
2022,1,20,22,0.0,6.14
2022,1,20,23,65.22,6.24
2022,1,21,0,187.82,6.45
2022,1,21,1,315.38,6.58
2022,1,21,2,457.95,6.58
2022,1,21,3,528.85,6.56
2022,1,21,4,652.85,6.51
2022,1,21,5,661.2,6.39
2022,1,21,6,531.55,6.21
2022,1,21,7,420.48,6.05
2022,1,21,8,238.25,5.95
2022,1,21,9,76.8,5.84
2022,1,21,10,0.0,5.71
2022,1,21,11,0.0,5.7
2022,1,21,12,0.0,5.7
2022,1,21,13,0.0,5.53
2022,1,21,14,0.0,5.31
2022,1,21,15,0.0,5.2
2022,1,21,16,0.0,5.17
2022,1,21,17,0.0,5.19
2022,1,21,18,0.0,5.25
2022,1,21,19,0.0,5.23
2022,1,21,20,0.0,5.14
2022,1,21,21,0.0,5.05
2022,1,21,22,0.0,4.93
2022,1,21,23,112.97,4.78
2022,1,22,0,317.83,4.62
2022,1,22,1,503.12,4.5
2022,1,22,2,637.85,4.46
2022,1,22,3,754.08,4.51
2022,1,22,4,729.83,4.63
2022,1,22,5,738.6,4.74
2022,1,22,6,646.83,4.87
2022,1,22,7,534.33,4.97
2022,1,22,8,331.38,5.0
2022,1,22,9,114.18,4.98
2022,1,22,10,0.0,4.85
2022,1,22,11,0.0,4.86
2022,1,22,12,0.0,4.99
2022,1,22,13,0.0,5.16
2022,1,22,14,0.0,5.34
2022,1,22,15,0.0,5.55
2022,1,22,16,0.0,5.74
2022,1,22,17,0.0,5.91
2022,1,22,18,0.0,6.1
2022,1,22,19,0.0,6.15
2022,1,22,20,0.0,6.05
2022,1,22,21,0.0,5.91
2022,1,22,22,0.0,5.71
2022,1,22,23,90.07,5.51
2022,1,23,0,247.23,5.45
2022,1,23,1,373.0,5.46
2022,1,23,2,670.25,5.27
2022,1,23,3,786.75,4.95
2022,1,23,4,580.03,4.63
2022,1,23,5,679.2,4.32
2022,1,23,6,503.35,4.14
2022,1,23,7,510.85,4.13
2022,1,23,8,323.35,4.25
2022,1,23,9,123.28,4.48
2022,1,23,10,0.0,4.87
2022,1,23,11,0.0,5.34
2022,1,23,12,0.0,5.77
2022,1,23,13,0.0,5.94
2022,1,23,14,0.0,5.94
2022,1,23,15,0.0,5.9
2022,1,23,16,0.0,5.93
2022,1,23,17,0.0,5.93
2022,1,23,18,0.0,5.83
2022,1,23,19,0.0,5.74
2022,1,23,20,0.0,5.74
2022,1,23,21,0.0,5.77
2022,1,23,22,0.0,5.83
2022,1,23,23,119.43,5.94
2022,1,24,0,340.55,6.08
2022,1,24,1,555.6,6.25
2022,1,24,2,726.15,6.38
2022,1,24,3,828.42,6.58
2022,1,24,4,824.38,6.74
2022,1,24,5,783.47,6.72
2022,1,24,6,686.8,6.66
2022,1,24,7,470.98,6.71
2022,1,24,8,301.98,6.88
2022,1,24,9,106.9,7.06
2022,1,24,10,0.0,7.17
2022,1,24,11,0.0,7.2
2022,1,24,12,0.0,7.12
2022,1,24,13,0.0,6.95
2022,1,24,14,0.0,6.79
2022,1,24,15,0.0,6.75
2022,1,24,16,0.0,6.85
2022,1,24,17,0.0,7.0
2022,1,24,18,0.0,7.29
2022,1,24,19,0.0,7.73
2022,1,24,20,0.0,8.13
2022,1,24,21,0.0,8.35
2022,1,24,22,0.0,8.49
2022,1,24,23,112.68,8.55
2022,1,25,0,338.12,8.49
2022,1,25,1,545.5,8.4
2022,1,25,2,691.42,8.24
2022,1,25,3,795.03,8.16
2022,1,25,4,794.85,8.07
2022,1,25,5,663.65,8.05
2022,1,25,6,575.25,8.11
2022,1,25,7,363.12,8.25
2022,1,25,8,190.57,8.44
2022,1,25,9,60.95,8.56
2022,1,25,10,0.0,8.6
2022,1,25,11,0.0,8.65
2022,1,25,12,0.0,8.69
2022,1,25,13,0.0,8.6
2022,1,25,14,0.0,8.51
2022,1,25,15,0.0,8.43
2022,1,25,16,0.0,8.43
2022,1,25,17,0.0,8.5
2022,1,25,18,0.0,8.57
2022,1,25,19,0.0,8.61
2022,1,25,20,0.0,8.65
2022,1,25,21,0.0,8.73
2022,1,25,22,0.0,8.91
2022,1,25,23,86.28,9.14
2022,1,26,0,246.68,9.36
2022,1,26,1,430.4,9.53
2022,1,26,2,501.75,9.7
2022,1,26,3,717.22,9.79
2022,1,26,4,725.38,9.81
2022,1,26,5,670.1,9.77
2022,1,26,6,559.65,9.72
2022,1,26,7,376.52,9.71
2022,1,26,8,210.93,9.73
2022,1,26,9,73.22,9.8
2022,1,26,10,2.15,9.79
2022,1,26,11,0.0,9.52
2022,1,26,12,0.0,9.46
2022,1,26,13,0.0,9.47
2022,1,26,14,0.0,9.38
2022,1,26,15,0.0,9.19
2022,1,26,16,0.0,9.0
2022,1,26,17,0.0,9.02
2022,1,26,18,0.0,9.07
2022,1,26,19,0.0,9.13
2022,1,26,20,0.0,9.44
2022,1,26,21,0.0,10.11
2022,1,26,22,0.0,11.35
2022,1,26,23,15.27,11.96
2022,1,27,0,43.9,11.44
2022,1,27,1,62.3,10.17
2022,1,27,2,55.83,8.69
2022,1,27,3,59.0,7.45
2022,1,27,4,79.7,7.05
2022,1,27,5,189.02,7.23
2022,1,27,6,313.85,7.16
2022,1,27,7,304.27,7.29
2022,1,27,8,181.0,7.55
2022,1,27,9,63.03,7.95
2022,1,27,10,3.25,8.25
2022,1,27,11,0.0,8.49
2022,1,27,12,0.0,8.77
2022,1,27,13,0.0,8.85
2022,1,27,14,0.0,8.84
2022,1,27,15,0.0,8.93
2022,1,27,16,0.0,9.08
2022,1,27,17,0.0,9.11
2022,1,27,18,0.0,8.98
2022,1,27,19,0.0,8.84
2022,1,27,20,0.0,8.8
2022,1,27,21,0.0,8.54
2022,1,27,22,0.0,8.19
2022,1,27,23,95.68,7.91
2022,1,28,0,282.52,7.61
2022,1,28,1,430.95,7.28
2022,1,28,2,614.38,7.01
2022,1,28,3,720.55,6.85
2022,1,28,4,723.67,6.78
2022,1,28,5,753.08,6.74
2022,1,28,6,641.75,6.77
2022,1,28,7,417.35,6.94
2022,1,28,8,291.33,7.08
2022,1,28,9,103.62,7.14
2022,1,28,10,3.85,7.16
2022,1,28,11,0.0,7.12
2022,1,28,12,0.0,7.0
2022,1,28,13,0.0,6.75
2022,1,28,14,0.0,6.32
2022,1,28,15,0.0,5.88
2022,1,28,16,0.0,5.57
2022,1,28,17,0.0,5.34
2022,1,28,18,0.0,5.04
2022,1,28,19,0.0,4.84
2022,1,28,20,0.0,4.95
2022,1,28,21,0.0,4.95
2022,1,28,22,0.0,4.81
2022,1,28,23,122.0,4.78
2022,1,29,0,340.75,4.75
2022,1,29,1,540.2,4.63
2022,1,29,2,720.47,4.49
2022,1,29,3,817.75,4.63
2022,1,29,4,864.25,4.8
2022,1,29,5,789.83,4.68
2022,1,29,6,702.47,4.37
2022,1,29,7,465.58,3.96
2022,1,29,8,301.15,3.5
2022,1,29,9,105.65,2.99
2022,1,29,10,4.1,2.53
2022,1,29,11,0.0,2.1
2022,1,29,12,0.0,1.72
2022,1,29,13,0.0,1.61
2022,1,29,14,0.0,1.72
2022,1,29,15,0.0,1.44
2022,1,29,16,0.0,0.97
2022,1,29,17,0.0,1.04
2022,1,29,18,0.0,0.92
2022,1,29,19,0.0,0.68
2022,1,29,20,0.0,0.77
2022,1,29,21,0.0,1.25
2022,1,29,22,0.0,1.95
2022,1,29,23,127.82,2.46
2022,1,30,0,342.92,2.6
2022,1,30,1,575.28,2.66
2022,1,30,2,716.6,2.85
2022,1,30,3,871.65,2.9
2022,1,30,4,910.78,2.87
2022,1,30,5,874.3,2.96
2022,1,30,6,759.53,3.11
2022,1,30,7,573.05,3.29
2022,1,30,8,356.58,3.39
2022,1,30,9,109.25,3.53
2022,1,30,10,4.32,3.77
2022,1,30,11,0.0,4.0
2022,1,30,12,0.0,4.16
2022,1,30,13,0.0,4.04
2022,1,30,14,0.0,3.91
2022,1,30,15,0.0,3.87
2022,1,30,16,0.0,3.93
2022,1,30,17,0.0,4.31
2022,1,30,18,0.0,4.94
2022,1,30,19,0.0,5.38
2022,1,30,20,0.0,5.48
2022,1,30,21,0.0,5.61
2022,1,30,22,0.0,5.8
2022,1,30,23,135.48,5.9
2022,1,31,0,366.75,5.9
2022,1,31,1,588.9,5.97
2022,1,31,2,761.47,5.9
2022,1,31,3,862.72,5.64
2022,1,31,4,911.15,5.34
2022,1,31,5,874.53,5.12
2022,1,31,6,752.53,5.06
2022,1,31,7,595.67,5.15
2022,1,31,8,379.08,5.22
2022,1,31,9,138.5,5.47
2022,1,31,10,4.8,5.69
2022,1,31,11,0.0,5.68
2022,1,31,12,0.0,5.73
2022,1,31,13,0.0,5.96
2022,1,31,14,0.0,5.96
2022,1,31,15,0.0,5.87
2022,1,31,16,0.0,5.64
2022,1,31,17,0.0,5.5
2022,1,31,18,0.0,5.42
2022,1,31,19,0.0,5.5
2022,1,31,20,0.0,5.63
2022,1,31,21,0.0,5.8
2022,1,31,22,0.0,5.97
2022,1,31,23,128.4,6.21
2022,2,1,0,326.15,6.39
2022,2,1,1,566.33,6.5
2022,2,1,2,741.17,6.6
2022,2,1,3,847.08,6.7
2022,2,1,4,885.8,6.73
2022,2,1,5,852.1,6.6
2022,2,1,6,739.67,6.62
2022,2,1,7,518.58,6.79
2022,2,1,8,305.65,7.08
2022,2,1,9,104.53,7.3
2022,2,1,10,4.35,7.43
2022,2,1,11,0.0,7.69
2022,2,1,12,0.0,7.98
2022,2,1,13,0.0,8.28
2022,2,1,14,0.0,8.53
2022,2,1,15,0.0,8.73
2022,2,1,16,0.0,8.87
2022,2,1,17,0.0,8.97
2022,2,1,18,0.0,9.12
2022,2,1,19,0.0,9.25
2022,2,1,20,0.0,9.16
2022,2,1,21,0.0,8.97
2022,2,1,22,0.0,8.81
2022,2,1,23,114.32,8.72
2022,2,2,0,319.02,8.68
2022,2,2,1,535.7,8.6
2022,2,2,2,720.28,8.53
2022,2,2,3,829.67,8.61
2022,2,2,4,874.85,8.72
2022,2,2,5,771.08,8.73
2022,2,2,6,658.65,8.67
2022,2,2,7,417.98,8.69
2022,2,2,8,235.85,8.78
2022,2,2,9,106.72,8.93
2022,2,2,10,4.8,9.15
2022,2,2,11,0.0,9.39
2022,2,2,12,0.0,9.63
2022,2,2,13,0.0,9.68
2022,2,2,14,0.0,9.5
2022,2,2,15,0.0,9.2
2022,2,2,16,0.0,8.75
2022,2,2,17,0.0,8.35
2022,2,2,18,0.0,8.04
